25209232,85832,121.472,31.2005,52,90,2006-06-02 18:34:44,0,0,0
25227012,70233,121.5333,31.3088,88,135,2006-06-02 19:05:45,1,0,0
24886136,10142,121.467717,31.211883,11,78,2006-06-02 10:04:14,0,0,0
24693496,31587,121.7686,31.1675,0,0,2006-06-02 04:53:54,0,0,0
25349367,18648,121.565283,31.3332,45,20,2006-06-02 22:27:57,2,0,0
25209884,10046,121.438867,31.219817,9,172,2006-06-02 18:35:59,2,0,0
25329777,11584,121.7694,31.165683,24,172,2006-06-02 22:00:06,0,0,0
24717147,10453,121.580567,31.273467,15,87,2006-06-02 05:32:58,0,0,0
24670194,11299,121.45075,31.3274,13,134,2006-06-02 04:24:57,0,0,0
24782518,12469,121.639667,31.218033,76,90,2006-06-02 07:07:42,3,0,0
25085793,87035,121.4396,31.2671,26,157,2006-06-02 15:11:19,1,0,0
24842273,10984,121.477417,31.247083,12,176,2006-06-02 08:50:05,2,0,0
24933118,11416,121.493583,31.387233,13,170,2006-06-02 11:11:48,2,0,0
24941690,70289,121.5133,31.1856,0,45,2006-06-02 11:28:59,0,0,0
24575889,11577,121.427233,31.21435,28,72,2006-06-02 02:31:34,2,0,0
24868847,10899,121.4802,31.253667,27,0,2006-06-02 09:38:04,2,0,0
24578562,2126,121.4153,31.2143,32,45,2006-06-02 02:35:09,1,0,0
25164937,11569,121.437133,31.312183,10,104,2006-06-02 17:16:24,2,0,0
25012634,11236,121.443683,31.2176,9,166,2006-06-02 13:31:59,3,0,0
25046211,11794,121.4848,31.401483,25,36,2006-06-02 14:17:56,0,0,0
24556501,10720,121.436733,31.0643,20,38,2006-06-02 02:05:05,2,0,0
24571719,10069,121.45085,31.254083,21,96,2006-06-02 02:25:45,2,0,0
25016640,87379,121.4501,31.1866,0,90,2006-06-02 13:40:16,0,0,0
24879972,10337,121.5467,31.153433,7,124,2006-06-02 09:54:42,2,0,0
24643477,11903,121.39755,31.2488,24,91,2006-06-02 03:53:25,2,0,0
24702195,87327,121.4868,31.3518,44,135,2006-06-02 05:13:10,0,0,0
24581371,12800,121.39545,31.145967,11,120,2006-06-02 02:38:06,2,0,0
24751761,89073,121.4603,31.2383,46,67,2006-06-02 06:22:48,1,0,0
24629380,12050,121.396633,30.96085,13,170,2006-06-02 03:35:01,2,0,0
25124655,11008,121.766417,31.168933,22,36,2006-06-02 16:07:48,2,0,0
24581364,10356,121.482733,31.152083,11,72,2006-06-02 02:38:06,0,0,0
25047645,88952,121.5085,31.2971,34,112,2006-06-02 14:19:41,0,0,0
24873107,89436,121.4776,31.2313,0,90,2006-06-02 09:44:10,0,0,0
24938014,33605,121.4466,31.2108,22,157,2006-06-02 11:23:01,1,0,0
24622609,84333,121.409,31.2485,0,112,2006-06-02 03:27:05,0,0,0
25356701,10374,121.5126,31.294567,17,166,2006-06-02 22:37:21,2,0,0
25028138,10906,121.424,31.277983,48,159,2006-06-02 13:53:44,2,0,0
25150775,10547,121.369033,31.19285,31,34,2006-06-02 16:57:22,2,0,0
25232511,10491,121.409967,31.2698,23,133,2006-06-02 19:14:46,2,0,0
25222279,11968,121.47515,31.284617,6,140,2006-06-02 18:58:01,2,0,0
25018259,11909,121.486283,31.28735,12,9,2006-06-02 13:41:37,2,0,0
25032076,11383,121.3979,31.137883,11,28,2006-06-02 13:58:04,3,0,0
24628236,11362,121.45525,31.3296,29,0,2006-06-02 03:33:39,0,0,0
24719033,10081,121.456483,31.326233,22,175,2006-06-02 05:35:27,0,0,0
24639740,11656,121.474733,30.918767,0,0,2006-06-02 03:48:06,0,0,0
25360398,10262,121.5534,31.229917,28,31,2006-06-02 22:42:32,2,0,0
25309590,11113,121.56015,31.24725,52,29,2006-06-02 21:29:40,3,0,0
25090346,10124,121.4501,31.33265,32,123,2006-06-02 15:16:12,3,0,0
24913526,11704,121.396833,31.135083,44,169,2006-06-02 10:45:02,2,0,0
24978340,10597,121.506933,31.261917,59,71,2006-06-02 12:36:00,2,0,0
24998220,86417,121.447,31.2863,80,0,2006-06-02 13:14:15,0,0,0
25108543,10696,121.432,31.181967,12,151,2006-06-02 15:40:23,2,0,0
24786697,11997,121.429183,31.153633,48,20,2006-06-02 07:15:39,2,0,0
24526168,10707,121.459283,31.288817,0,84,2006-06-02 01:24:21,3,0,0
24520789,10349,121.4423,31.344467,7,18,2006-06-02 01:16:06,2,0,0
25240119,10066,121.428283,31.1701,6,43,2006-06-02 19:25:44,2,0,0
24695088,3230,121.4338,31.2636,0,22,2006-06-02 04:57:44,0,0,0
24554945,85710,121.5511,31.2568,56,22,2006-06-02 02:03:04,1,0,0
25073928,10713,121.404333,31.140483,31,111,2006-06-02 14:55:25,2,0,0
25107112,89951,121.5895,31.2525,46,112,2006-06-02 15:37:55,1,0,0
25280919,40052,121.39875,31.132367,14,112,2006-06-02 20:43:58,2,0,0
25313440,12288,121.4152,31.21035,42,34,2006-06-02 21:35:14,2,0,0
25313825,11233,121.344683,31.160183,16,123,2006-06-02 21:35:21,3,0,0
24954213,11988,121.485367,31.249717,11,3,2006-06-02 11:52:35,2,0,0
25306371,11193,121.432633,31.319967,0,0,2006-06-02 21:24:59,3,0,0
24733237,11330,121.4772,31.266567,1,88,2006-06-02 05:55:35,1,0,0
24871949,10387,121.471983,31.22975,33,115,2006-06-02 09:42:04,2,0,0
25121139,12692,121.433383,31.1976,10,82,2006-06-02 16:00:14,2,0,0
24723838,12081,121.301917,31.01725,46,0,2006-06-02 05:43:42,2,0,0
24671063,10402,121.372267,31.316933,12,9,2006-06-02 04:25:52,0,0,0
25093476,10347,121.438117,31.201867,14,34,2006-06-02 15:18:36,3,0,0
